"Normal10(mu=0,sigma=1)","Normal100(mu=0,sigma=1)","Normal1000(mu=0,sigma=1)","t10(df=1,ncp=0)","t100(df=1,ncp=0)","t1000(df=1,ncp=0)","F10(df1=5,df2=5,ncp=0)","F100(df1=5,df2=5,ncp=0)","F1000(df1=5,df2=5,ncp=0)","Chisq10(df=5,ncp=0)","Chisq100(df=5,ncp=0)","Chisq1000(df=5,ncp=0)","Beta10(alpha=1,beta=1)","Beta100(alpha=1,beta=1)","Beta1000(alpha=1,beta=1)","Gamma10(shape=1,scale=1)","Gamma100(shape=1,scale=1)","Gamma1000(shape=1,scale=1)","InvGamma10(shape=1,scale=1)","InvGamma100(shape=1,scale=1)","InvGamma1000(shape=1,scale=1)",Exp10(rate=1),Exp100(rate=1),Exp1000(rate=1),Bern10(p=0.5),Bern100(p=0.5),Bern1000(p=0.5),"Binom10(p=0.5,n=10)","Binom100(p=0.5,n=10)","Binom1000(p=0.5,n=10)","NBinom10(nsuccess=1,p=0.5)","NBinom100(nsuccess=1,p=0.5)","NBinom1000(nsuccess=1,p=0.5)",Pois10(lambda=1),Pois100(lambda=1),Pois1000(lambda=1),bla
"","",0.0809994,"","",7.93139,"","",0.69519,"","",5.86128,"","",0.934973,"","",1.68205,"","",0.362704,"","",1.11476,"","",1,"","",6,"","",0,"","",0,""
"","",0.183662,"","",-0.60003,"","",1.00804,"","",4.43294,"","",0.239775,"","",0.526656,"","",1.02279,"","",0.196908,"","",1,"","",7,"","",0,"","",1,""
"","",0.166255,"","",-0.636746,"","",1.70362,"","",0.601095,"","",0.95005,"","",0.0199407,"","",0.559368,"","",0.996236,"","",1,"","",4,"","",0,"","",2,""
"","",-1.2696,"","",-0.181084,"","",0.744499,"","",9.12021,"","",0.953617,"","",1.70435,"","",3.01631,"","",0.383969,"","",0,"","",3,"","",0,"","",0,""
"","",2.34949,"","",0.0148113,"","",1.41883,"","",8.89537,"","",0.766634,"","",0.449387,"","",69.947,"","",0.437513,"","",0,"","",4,"","",0,"","",2,""
"","",-1.41201,"","",1.15386,"","",3.62743,"","",1.02103,"","",0.00984507,"","",0.0871791,"","",6.5887,"","",1.35437,"","",0,"","",4,"","",1,"","",1,""
"","",-0.0169615,"","",1.75598,"","",0.721616,"","",8.68112,"","",0.571506,"","",1.10243,"","",23.5337,"","",1.66502,"","",0,"","",7,"","",0,"","",1,""
"","",-0.544319,"","",0.979867,"","",0.895083,"","",2.77835,"","",0.61486,"","",0.0853956,"","",0.861063,"","",0.0509501,"","",0,"","",5,"","",0,"","",0,""
"","",1.80011,"","",-24.7168,"","",0.711024,"","",7.55751,"","",0.0334426,"","",2.41208,"","",2.73401,"","",0.169051,"","",1,"","",4,"","",0,"","",0,""
"","",1.01144,"","",13.2457,"","",1.75148,"","",7.44934,"","",0.248437,"","",0.588465,"","",0.850323,"","",0.599971,"","",0,"","",6,"","",0,"","",0,""
"","",-0.563717,"","",0.421768,"","",0.748562,"","",0.617329,"","",0.622533,"","",0.596824,"","",2.6164,"","",0.357428,"","",1,"","",6,"","",1,"","",1,""
"","",0.205421,"","",-0.72864,"","",1.38868,"","",3.02842,"","",0.127506,"","",0.968131,"","",0.859992,"","",1.30321,"","",0,"","",5,"","",2,"","",3,""
"","",1.16546,"","",-0.295465,"","",0.45349,"","",7.24625,"","",0.876976,"","",0.727283,"","",1.87218,"","",0.0815099,"","",1,"","",7,"","",0,"","",2,""
"","",2.23632,"","",-2.77124,"","",1.57369,"","",3.64022,"","",0.560408,"","",0.796319,"","",0.411328,"","",2.49251,"","",0,"","",8,"","",1,"","",1,""
"","",0.302265,"","",-7.12368,"","",1.44495,"","",2.6514,"","",0.5598,"","",0.661759,"","",6.44041,"","",2.18426,"","",0,"","",9,"","",0,"","",0,""
"","",-1.04251,"","",-0.804287,"","",0.490355,"","",6.57395,"","",0.384663,"","",0.52941,"","",3.50446,"","",0.858287,"","",0,"","",5,"","",4,"","",3,""
"","",-0.983542,"","",-3.8091,"","",0.120442,"","",1.86029,"","",0.863653,"","",2.72563,"","",0.319548,"","",1.2029,"","",0,"","",7,"","",0,"","",2,""
"","",2.00572,"","",2.37583,"","",0.392693,"","",4.41086,"","",0.382597,"","",1.72068,"","",0.462542,"","",1.65241,"","",0,"","",4,"","",3,"","",3,""
"","",-2.07057,"","",2.89253,"","",0.149149,"","",1.24508,"","",0.203074,"","",0.0268387,"","",3.34176,"","",1.63572,"","",1,"","",2,"","",0,"","",0,""
"","",3.05574,"","",-0.280867,"","",1.45811,"","",11.1751,"","",0.809101,"","",0.291839,"","",2.63951,"","",0.196897,"","",0,"","",5,"","",0,"","",0,""
"","",-0.261351,"","",3.62089,"","",1.12706,"","",12.5291,"","",0.683574,"","",2.464,"","",3.1142,"","",2.15066,"","",1,"","",6,"","",3,"","",0,""
"","",-0.454393,"","",-0.858837,"","",2.15033,"","",6.23014,"","",0.873649,"","",0.66173,"","",0.53497,"","",0.544781,"","",0,"","",5,"","",0,"","",1,""
"","",0.157561,"","",0.0113174,"","",0.293575,"","",2.47247,"","",0.0822679,"","",0.0476556,"","",0.55827,"","",1.56956,"","",0,"","",4,"","",3,"","",0,""
"","",0.933389,"","",3.70988,"","",0.423334,"","",9.41682,"","",0.907727,"","",0.094766,"","",1.51659,"","",1.45818,"","",0,"","",5,"","",1,"","",0,""
"","",0.302828,"","",-1.48306,"","",0.41871,"","",4.7388,"","",0.309385,"","",2.27859,"","",0.39202,"","",0.0195241,"","",1,"","",3,"","",0,"","",0,""
"","",-1.95615,"","",-0.494239,"","",1.55579,"","",9.7302,"","",0.614601,"","",1.07099,"","",4.25408,"","",1.39027,"","",1,"","",7,"","",0,"","",1,""
"","",0.353537,"","",0.154045,"","",0.406892,"","",4.30591,"","",0.257087,"","",0.495326,"","",4.12118,"","",0.521949,"","",1,"","",5,"","",2,"","",1,""
"","",0.450425,"","",0.828719,"","",1.52897,"","",4.38123,"","",0.291196,"","",0.165565,"","",0.98483,"","",1.97312,"","",0,"","",2,"","",1,"","",1,""
"","",0.659551,"","",1.4009,"","",0.567957,"","",2.5125,"","",0.828015,"","",0.865142,"","",0.505161,"","",0.00597945,"","",1,"","",5,"","",0,"","",1,""
"","",-1.03142,"","",1.33872,"","",1.44577,"","",3.18815,"","",0.39299,"","",0.857113,"","",5.00097,"","",0.62066,"","",1,"","",6,"","",1,"","",0,""
"","",-2.37102,"","",16.1249,"","",1.56246,"","",1.6196,"","",0.848779,"","",0.638707,"","",0.635789,"","",0.966228,"","",1,"","",3,"","",2,"","",2,""
"","",-0.324576,"","",11.5618,"","",0.480439,"","",1.808,"","",0.393621,"","",0.36444,"","",2.58695,"","",1.28311,"","",0,"","",5,"","",1,"","",1,""
"","",-0.944299,"","",0.0589233,"","",0.218582,"","",10.3439,"","",0.879017,"","",5.44747,"","",1.66052,"","",0.250904,"","",0,"","",6,"","",0,"","",0,""
"","",-0.76589,"","",-18.1487,"","",1.27276,"","",6.61639,"","",0.675,"","",0.551265,"","",1.14708,"","",0.495495,"","",0,"","",4,"","",2,"","",3,""
"","",-0.953779,"","",0.210778,"","",0.414239,"","",4.50591,"","",0.280737,"","",0.415835,"","",2.84718,"","",0.624232,"","",0,"","",4,"","",0,"","",0,""
"","",-0.398004,"","",0.619412,"","",0.688227,"","",13.8493,"","",0.0311901,"","",0.0107105,"","",0.95112,"","",0.21418,"","",0,"","",3,"","",2,"","",0,""
"","",-0.311217,"","",-0.267468,"","",0.202287,"","",19.8684,"","",0.294037,"","",2.51446,"","",13.9644,"","",0.616757,"","",0,"","",6,"","",0,"","",1,""
"","",0.796093,"","",0.63377,"","",3.53964,"","",11.1085,"","",0.710542,"","",0.549388,"","",0.550781,"","",0.984312,"","",1,"","",6,"","",0,"","",1,""
"","",0.986428,"","",2.09309,"","",2.13048,"","",4.8563,"","",0.98485,"","",0.418637,"","",0.940013,"","",1.2389,"","",0,"","",5,"","",0,"","",3,""
"","",-0.794532,"","",0.439383,"","",0.533695,"","",0.239362,"","",0.956012,"","",0.212479,"","",1.70488,"","",1.57512,"","",1,"","",5,"","",0,"","",3,""
"","",-0.308818,"","",-0.694044,"","",1.84798,"","",5.01314,"","",0.520836,"","",3.21574,"","",0.870333,"","",1.4766,"","",0,"","",4,"","",0,"","",0,""
"","",0.361445,"","",4.39243,"","",18.4068,"","",4.76756,"","",0.654054,"","",1.51415,"","",0.197586,"","",0.300882,"","",1,"","",5,"","",0,"","",0,""
"","",1.39879,"","",-0.599885,"","",0.860013,"","",0.780402,"","",0.110074,"","",0.0947262,"","",1.82928,"","",0.00271483,"","",1,"","",6,"","",0,"","",1,""
"","",-0.0560704,"","",-1.60666,"","",0.971068,"","",4.34744,"","",0.5365,"","",0.0664985,"","",0.673739,"","",1.41767,"","",0,"","",5,"","",2,"","",1,""
"","",-1.69887,"","",-1.22716,"","",0.502756,"","",6.38187,"","",0.83746,"","",3.45995,"","",15.3815,"","",1.92598,"","",1,"","",4,"","",6,"","",1,""
"","",0.231853,"","",2.63602,"","",4.56551,"","",2.61779,"","",0.770704,"","",0.86067,"","",0.924848,"","",1.40653,"","",0,"","",6,"","",3,"","",0,""
"","",-0.119091,"","",-1.59034,"","",3.33233,"","",2.44419,"","",0.32875,"","",1.6472,"","",0.672871,"","",1.00304,"","",0,"","",4,"","",1,"","",2,""
"","",1.77249,"","",0.426053,"","",0.636418,"","",2.22791,"","",0.357739,"","",1.41661,"","",1.40554,"","",0.0377063,"","",1,"","",6,"","",0,"","",0,""
"","",0.343422,"","",-1.29273,"","",0.485297,"","",9.75693,"","",0.269956,"","",2.19695,"","",1.64545,"","",0.37073,"","",1,"","",4,"","",1,"","",1,""
"","",-0.62305,"","",0.421095,"","",0.287585,"","",4.51015,"","",0.580658,"","",0.0641285,"","",0.392641,"","",0.64622,"","",1,"","",3,"","",2,"","",0,""
"","",-0.439522,"","",1.17712,"","",0.737938,"","",3.91868,"","",0.453377,"","",0.504199,"","",0.316061,"","",0.473106,"","",1,"","",4,"","",1,"","",0,""
"","",-0.505297,"","",-0.108642,"","",0.885329,"","",8.45259,"","",0.608014,"","",1.45022,"","",3.06806,"","",1.44168,"","",1,"","",5,"","",0,"","",5,""
"","",0.186035,"","",-0.107759,"","",0.834066,"","",3.66069,"","",0.436836,"","",0.638854,"","",2.08362,"","",0.336735,"","",0,"","",5,"","",0,"","",1,""
"","",0.176418,"","",-1.27958,"","",0.248892,"","",1.28843,"","",0.0236547,"","",0.806238,"","",1.05058,"","",0.333686,"","",1,"","",8,"","",2,"","",3,""
"","",0.915848,"","",1.88146,"","",1.24867,"","",5.33448,"","",0.476286,"","",0.862926,"","",0.592369,"","",0.406359,"","",0,"","",6,"","",0,"","",0,""
"","",0.320177,"","",-0.222125,"","",0.512941,"","",7.87381,"","",0.868081,"","",0.0625634,"","",22.1531,"","",0.981396,"","",0,"","",5,"","",2,"","",1,""
"","",-0.366687,"","",-1.70404,"","",1.88935,"","",6.48082,"","",0.277665,"","",0.304111,"","",4.22151,"","",1.66942,"","",0,"","",6,"","",0,"","",2,""
"","",-0.940611,"","",2.3162,"","",0.39347,"","",11.1432,"","",0.938686,"","",0.294312,"","",32.6518,"","",1.008,"","",0,"","",6,"","",0,"","",3,""
"","",0.634703,"","",-1.14127,"","",0.236593,"","",4.06009,"","",0.83666,"","",0.147088,"","",0.774736,"","",1.15608,"","",1,"","",8,"","",1,"","",0,""
"","",-0.0624885,"","",-1.96328,"","",0.479296,"","",3.71289,"","",0.219914,"","",2.41538,"","",4.73445,"","",1.44242,"","",1,"","",4,"","",2,"","",2,""
"","",0.182838,"","",-0.947389,"","",1.13925,"","",5.05678,"","",0.849578,"","",0.682001,"","",3.74006,"","",1.22732,"","",1,"","",4,"","",1,"","",1,""
"","",1.10364,"","",-0.416358,"","",0.447673,"","",3.91371,"","",0.192641,"","",0.366367,"","",1.60712,"","",0.269828,"","",0,"","",4,"","",0,"","",0,""
"","",1.75204,"","",-2.4559,"","",1.08159,"","",0.754325,"","",0.10456,"","",0.33556,"","",5.69241,"","",0.582247,"","",0,"","",1,"","",1,"","",3,""
"","",-0.953816,"","",5.39909,"","",0.694005,"","",5.98251,"","",0.884045,"","",0.137287,"","",0.837756,"","",4.96766,"","",0,"","",5,"","",1,"","",1,""
"","",1.64408,"","",-1.31055,"","",1.13299,"","",3.03153,"","",0.410027,"","",0.836995,"","",20.5234,"","",0.0387359,"","",0,"","",4,"","",1,"","",1,""
"","",-0.866734,"","",-0.163075,"","",1.17306,"","",6.4044,"","",0.321688,"","",0.0095088,"","",0.59222,"","",0.266521,"","",0,"","",7,"","",1,"","",1,""
"","",0.266352,"","",-2.13682,"","",1.35588,"","",4.67986,"","",0.932218,"","",0.791558,"","",1.29528,"","",0.869829,"","",1,"","",7,"","",0,"","",3,""
"","",0.22237,"","",0.207156,"","",0.84973,"","",8.94173,"","",0.908955,"","",0.782869,"","",0.270836,"","",1.99683,"","",0,"","",5,"","",1,"","",1,""
"","",-0.276909,"","",0.175503,"","",0.349825,"","",5.67092,"","",0.657999,"","",1.57515,"","",0.307696,"","",1.89004,"","",1,"","",3,"","",0,"","",0,""
"","",1.39425,"","",-0.999682,"","",4.29034,"","",7.81825,"","",0.331048,"","",0.0902325,"","",0.780339,"","",1.21245,"","",1,"","",5,"","",1,"","",2,""
"","",-0.658912,"","",-2.46513,"","",4.38232,"","",3.71823,"","",0.0427689,"","",2.24898,"","",1.64461,"","",1.02349,"","",0,"","",5,"","",1,"","",1,""
"","",0.660531,"","",1.32761,"","",0.862965,"","",3.53465,"","",0.99674,"","",0.0301186,"","",0.73221,"","",1.43298,"","",1,"","",6,"","",0,"","",2,""
"","",-0.0132557,"","",0.699489,"","",0.237836,"","",6.98953,"","",0.233401,"","",0.219138,"","",2.53011,"","",0.518963,"","",0,"","",5,"","",4,"","",1,""
"","",-0.93148,"","",-0.467668,"","",0.906799,"","",2.59865,"","",0.98342,"","",3.28692,"","",0.653943,"","",0.239367,"","",1,"","",7,"","",4,"","",2,""
"","",1.21469,"","",-0.671644,"","",0.657534,"","",6.44992,"","",0.765315,"","",0.0120467,"","",0.369674,"","",2.1327,"","",1,"","",5,"","",0,"","",2,""
"","",-2.08834,"","",-3.04954,"","",0.489677,"","",8.66305,"","",0.441007,"","",1.7119,"","",1.50863,"","",1.53548,"","",1,"","",4,"","",0,"","",1,""
"","",-0.526152,"","",-0.291851,"","",0.835965,"","",2.49699,"","",0.368671,"","",3.34655,"","",0.705084,"","",2.17259,"","",1,"","",1,"","",3,"","",2,""
"","",-1.5414,"","",0.873613,"","",0.727379,"","",1.35062,"","",0.31753,"","",2.26849,"","",1.5417,"","",0.00218439,"","",0,"","",4,"","",0,"","",0,""
"","",0.194321,"","",0.746592,"","",1.72697,"","",10.582,"","",0.727301,"","",1.80199,"","",0.962439,"","",1.64285,"","",1,"","",4,"","",3,"","",1,""
"","",0.264423,"","",1.74053,"","",1.21769,"","",4.23196,"","",0.784793,"","",2.23835,"","",1.63312,"","",0.820602,"","",0,"","",4,"","",0,"","",1,""
"","",-1.11874,"","",-0.917727,"","",3.32703,"","",5.70322,"","",0.201538,"","",0.166322,"","",0.967746,"","",1.5319,"","",1,"","",4,"","",1,"","",3,""
"","",0.650953,"","",4.90189,"","",7.36735,"","",5.39499,"","",0.0865258,"","",0.0470671,"","",43.374,"","",0.645637,"","",0,"","",4,"","",3,"","",1,""
"","",-1.0329,"","",1.92823,"","",1.29702,"","",6.21382,"","",0.996307,"","",2.24893,"","",1.05378,"","",1.51539,"","",0,"","",4,"","",0,"","",0,""
"","",0.659201,"","",9.99564,"","",3.98534,"","",1.45518,"","",0.522046,"","",4.26603,"","",1.56811,"","",1.04597,"","",1,"","",9,"","",0,"","",2,""
"","",0.237829,"","",-4.10433,"","",4.18282,"","",7.58691,"","",0.929727,"","",1.0626,"","",2.09732,"","",0.683227,"","",1,"","",5,"","",0,"","",2,""
"","",0.715276,"","",0.615888,"","",1.8257,"","",4.05352,"","",0.86613,"","",0.154582,"","",0.833222,"","",1.06199,"","",0,"","",6,"","",2,"","",1,""
"","",-0.938483,"","",0.316105,"","",0.330564,"","",6.40398,"","",0.235536,"","",0.430297,"","",10.3713,"","",0.290176,"","",1,"","",4,"","",0,"","",0,""
"","",0.095354,"","",1.52911,"","",0.783624,"","",2.95925,"","",0.76398,"","",1.60696,"","",6.99444,"","",0.56134,"","",0,"","",5,"","",0,"","",2,""
"","",-0.462819,"","",2.77901,"","",0.278344,"","",4.73414,"","",0.567204,"","",0.273914,"","",0.555746,"","",0.676317,"","",0,"","",3,"","",0,"","",1,""
"","",-1.46888,"","",38.4979,"","",0.388864,"","",0.724457,"","",0.971371,"","",1.0786,"","",0.569859,"","",1.16709,"","",1,"","",2,"","",3,"","",0,""
"","",0.152687,"","",0.137307,"","",0.835349,"","",6.16558,"","",0.395931,"","",1.42389,"","",0.690978,"","",0.0751183,"","",0,"","",7,"","",0,"","",2,""
"","",1.77376,"","",0.414015,"","",1.39228,"","",1.31437,"","",0.686434,"","",0.776536,"","",2.32507,"","",3.16073,"","",0,"","",5,"","",7,"","",0,""
"","",-0.648071,"","",1.42331,"","",1.44576,"","",2.5189,"","",0.741505,"","",0.276192,"","",0.29212,"","",0.253365,"","",1,"","",8,"","",1,"","",0,""
"","",-0.199817,"","",0.0491814,"","",2.05763,"","",8.56608,"","",0.338898,"","",3.73345,"","",7.37769,"","",0.170588,"","",0,"","",6,"","",1,"","",3,""
"","",0.689244,"","",-0.176064,"","",0.934222,"","",6.94077,"","",0.449734,"","",0.407685,"","",3.40672,"","",0.0193097,"","",0,"","",5,"","",3,"","",3,""
"","",0.0361455,"","",-0.956035,"","",1.29156,"","",6.69832,"","",0.418618,"","",2.04345,"","",7.8829,"","",1.02968,"","",1,"","",8,"","",0,"","",0,""
"","",1.94354,"","",0.21986,"","",0.320711,"","",6.85059,"","",0.608951,"","",0.380712,"","",0.739733,"","",0.139241,"","",0,"","",4,"","",2,"","",0,""
"","",0.737214,"","",1.29644,"","",0.39716,"","",1.65476,"","",0.729841,"","",0.442463,"","",0.222583,"","",1.28765,"","",1,"","",5,"","",0,"","",0,""
"","",2.32133,"","",1.68817,"","",1.82391,"","",1.5083,"","",0.32094,"","",0.614614,"","",8.02109,"","",1.56923,"","",1,"","",2,"","",0,"","",1,""
"","",0.348909,"","",0.735483,"","",1.03447,"","",10.7581,"","",0.310429,"","",0.534057,"","",0.170398,"","",1.65621,"","",1,"","",4,"","",2,"","",1,""
"","",-1.13392,"","",0.376853,"","",0.514301,"","",4.91767,"","",0.105461,"","",0.0459349,"","",1.07144,"","",0.785501,"","",1,"","",2,"","",3,"","",1,""
"","",0.421335,"","",2.25904,"","",2.22944,"","",6.08725,"","",0.62319,"","",0.268345,"","",2.60384,"","",0.584771,"","",0,"","",5,"","",0,"","",1,""
"","",-0.924556,"","",-0.909068,"","",3.36714,"","",0.83327,"","",0.802225,"","",1.68282,"","",9.78315,"","",1.61747,"","",1,"","",7,"","",2,"","",0,""
"","",-1.00706,"","",-3.52419,"","",0.735975,"","",3.47686,"","",0.96186,"","",1.81535,"","",1.03866,"","",0.158574,"","",0,"","",5,"","",1,"","",1,""
"","",-0.189474,"","",0.837516,"","",0.382535,"","",2.15351,"","",0.530545,"","",1.38515,"","",1.20317,"","",2.58724,"","",0,"","",6,"","",1,"","",1,""
"","",0.933917,"","",0.270297,"","",4.63264,"","",1.64247,"","",0.734926,"","",3.33342,"","",3.97026,"","",0.861319,"","",0,"","",3,"","",1,"","",0,""
"","",0.34391,"","",22.2002,"","",1.85786,"","",6.46098,"","",0.415216,"","",0.132545,"","",1.42948,"","",0.837916,"","",0,"","",6,"","",1,"","",2,""
"","",0.81402,"","",-1.09586,"","",1.97812,"","",8.87624,"","",0.928192,"","",1.30612,"","",25.0311,"","",0.944489,"","",1,"","",5,"","",0,"","",0,""
"","",0.915341,"","",384.724,"","",2.5981,"","",10.0373,"","",0.973791,"","",0.126961,"","",3.54363,"","",2.1622,"","",1,"","",3,"","",0,"","",1,""
"","",-0.171852,"","",-10.3781,"","",2.10952,"","",4.41833,"","",0.587047,"","",0.545183,"","",0.576273,"","",0.422127,"","",1,"","",5,"","",2,"","",2,""
"","",-2.40223,"","",-1.89304,"","",1.25631,"","",2.07715,"","",0.275873,"","",0.328379,"","",6.59184,"","",1.30862,"","",0,"","",3,"","",0,"","",3,""
"","",0.795907,"","",0.871982,"","",1.50684,"","",6.46679,"","",0.693668,"","",0.324744,"","",2.62919,"","",1.34927,"","",1,"","",6,"","",0,"","",1,""
"","",2.16912,"","",-2.12298,"","",0.860541,"","",8.66569,"","",0.851655,"","",0.249779,"","",1.02348,"","",0.287932,"","",0,"","",2,"","",4,"","",3,""
"","",0.0583835,"","",7.84272,"","",0.341424,"","",5.03622,"","",0.225236,"","",1.01166,"","",1.19669,"","",0.0698581,"","",0,"","",5,"","",0,"","",1,""
"","",-1.35491,"","",-2.9104,"","",0.270286,"","",3.66101,"","",0.65335,"","",2.0902,"","",0.756778,"","",0.0943851,"","",0,"","",6,"","",0,"","",2,""
"","",-0.367551,"","",3.0215,"","",1.90989,"","",5.50223,"","",0.610065,"","",1.37335,"","",6.3286,"","",3.18718,"","",0,"","",4,"","",0,"","",0,""
"","",-0.934518,"","",8.42892,"","",1.58828,"","",4.84481,"","",0.140582,"","",2.73808,"","",0.799611,"","",0.574131,"","",1,"","",5,"","",0,"","",1,""
"","",-0.0416392,"","",-0.696442,"","",1.54242,"","",7.13716,"","",0.935463,"","",0.725671,"","",0.270185,"","",0.919374,"","",0,"","",3,"","",3,"","",0,""
"","",0.676112,"","",-1.17828,"","",5.2731,"","",6.7407,"","",0.413805,"","",0.721281,"","",0.583727,"","",0.0526183,"","",1,"","",6,"","",0,"","",1,""
"","",0.866436,"","",-19.4425,"","",3.5305,"","",10.5365,"","",0.0176301,"","",0.191294,"","",4.08665,"","",0.313761,"","",0,"","",5,"","",2,"","",1,""
"","",0.235175,"","",0.335168,"","",2.18902,"","",2.38954,"","",0.814343,"","",0.0457429,"","",1.1929,"","",1.82568,"","",1,"","",6,"","",0,"","",0,""
"","",-0.93397,"","",-1.75396,"","",0.718662,"","",1.00594,"","",0.0604252,"","",0.593037,"","",0.373295,"","",0.555559,"","",0,"","",7,"","",3,"","",1,""
"","",0.813252,"","",-3.7441,"","",0.229017,"","",2.35964,"","",0.431451,"","",1.04063,"","",1.56626,"","",2.48433,"","",1,"","",5,"","",0,"","",0,""
"","",1.34832,"","",-0.778202,"","",0.810358,"","",4.46797,"","",0.295678,"","",0.307966,"","",1.13305,"","",0.514107,"","",1,"","",6,"","",1,"","",2,""
"","",2.25188,"","",-1.32733,"","",0.736181,"","",8.95483,"","",0.311932,"","",0.489037,"","",0.525221,"","",0.147929,"","",1,"","",4,"","",3,"","",0,""
"","",-0.493652,"","",-15.7707,"","",3.09274,"","",3.5589,"","",0.239657,"","",1.18099,"","",1.02608,"","",1.0817,"","",1,"","",6,"","",0,"","",1,""
"","",0.474093,"","",4.3289,"","",0.878764,"","",2.14107,"","",0.530602,"","",1.46592,"","",3.97904,"","",0.0619514,"","",0,"","",5,"","",4,"","",0,""
"","",1.19369,"","",-0.746186,"","",0.334409,"","",4.79785,"","",0.853345,"","",0.0495595,"","",2.34211,"","",0.840013,"","",0,"","",6,"","",1,"","",1,""
"","",-0.116395,"","",0.395769,"","",0.282073,"","",7.12992,"","",0.0738168,"","",1.14216,"","",6.43562,"","",0.283979,"","",1,"","",4,"","",1,"","",1,""
"","",0.524859,"","",-0.421384,"","",1.61246,"","",3.21931,"","",0.949387,"","",2.79964,"","",0.314476,"","",0.543391,"","",0,"","",6,"","",1,"","",3,""
"","",0.214421,"","",1.57806,"","",0.821924,"","",1.08722,"","",0.295911,"","",1.19492,"","",2.02559,"","",1.60875,"","",1,"","",4,"","",2,"","",3,""
"","",-0.13445,"","",-0.592201,"","",0.606976,"","",3.92496,"","",0.998674,"","",2.21055,"","",7.30511,"","",0.0108604,"","",1,"","",4,"","",1,"","",2,""
"","",0.168509,"","",0.811671,"","",2.08849,"","",0.784203,"","",0.246151,"","",2.41679,"","",1.12837,"","",0.343959,"","",0,"","",7,"","",0,"","",0,""
"","",0.964733,"","",0.602497,"","",0.186818,"","",2.38127,"","",0.22148,"","",0.633063,"","",3.20639,"","",0.0388177,"","",0,"","",3,"","",0,"","",1,""
"","",0.408779,"","",0.39354,"","",0.687128,"","",4.00014,"","",0.667003,"","",1.99743,"","",0.542681,"","",1.99728,"","",0,"","",3,"","",0,"","",1,""
"","",-0.466438,"","",0.692126,"","",0.323796,"","",0.819049,"","",0.269366,"","",0.531596,"","",0.669685,"","",0.620975,"","",1,"","",4,"","",5,"","",0,""
"","",-2.23978,"","",-2.34754,"","",7.35985,"","",3.77165,"","",0.674429,"","",1.33257,"","",0.800455,"","",0.378761,"","",1,"","",4,"","",4,"","",1,""
"","",-0.795063,"","",-15.3926,"","",1.50771,"","",1.74166,"","",0.0593114,"","",2.22266,"","",4.14599,"","",1.51982,"","",0,"","",3,"","",3,"","",0,""
"","",-0.0199551,"","",-0.546246,"","",1.13605,"","",9.37763,"","",0.705022,"","",0.750107,"","",0.665391,"","",0.106697,"","",0,"","",7,"","",0,"","",4,""
"","",-2.51443,"","",0.293275,"","",3.04541,"","",7.24143,"","",0.179902,"","",0.300483,"","",0.223242,"","",0.356389,"","",1,"","",4,"","",0,"","",0,""
"","",2.21095,"","",1.54281,"","",4.37056,"","",4.84713,"","",0.54462,"","",0.179018,"","",0.880866,"","",0.326571,"","",1,"","",5,"","",2,"","",2,""
"","",-1.48876,"","",-4.92177,"","",0.708408,"","",7.64035,"","",0.0658977,"","",0.381065,"","",1.14682,"","",0.515802,"","",0,"","",6,"","",1,"","",0,""
"","",-1.16075,"","",2.4753,"","",0.431681,"","",5.1727,"","",0.266464,"","",0.311415,"","",0.405105,"","",2.48113,"","",1,"","",5,"","",1,"","",1,""
"","",1.45774,"","",0.637357,"","",0.627956,"","",4.55052,"","",0.535238,"","",2.31188,"","",2.83466,"","",1.44882,"","",0,"","",5,"","",0,"","",0,""
"","",-2.18988,"","",60.4501,"","",0.776815,"","",4.40979,"","",0.99497,"","",0.400361,"","",42.8427,"","",0.238313,"","",0,"","",6,"","",1,"","",2,""
"","",0.739063,"","",3.40917,"","",0.163335,"","",1.55195,"","",0.467931,"","",0.0259667,"","",1.30618,"","",0.37781,"","",1,"","",7,"","",0,"","",0,""
"","",-0.344009,"","",0.740125,"","",4.51405,"","",9.68902,"","",0.348272,"","",1.9261,"","",6.6102,"","",0.228231,"","",0,"","",6,"","",2,"","",0,""
"","",0.455877,"","",24.4313,"","",3.03243,"","",3.42008,"","",0.286237,"","",0.544633,"","",1.37098,"","",0.0273602,"","",0,"","",3,"","",0,"","",1,""
"","",0.87811,"","",1.4584,"","",1.57343,"","",2.62608,"","",0.403096,"","",3.2352,"","",4.91331,"","",0.315635,"","",0,"","",6,"","",0,"","",0,""
"","",-0.958464,"","",1.55918,"","",1.68856,"","",8.59668,"","",0.636442,"","",0.49654,"","",24.1288,"","",0.98326,"","",1,"","",4,"","",0,"","",0,""
"","",-0.705845,"","",2.3517,"","",0.589599,"","",9.60328,"","",0.324331,"","",0.0397761,"","",1.2965,"","",0.496309,"","",1,"","",3,"","",2,"","",2,""
"","",-2.99695,"","",4.13947,"","",0.372911,"","",14.6817,"","",0.0825536,"","",0.13617,"","",0.740641,"","",0.272122,"","",0,"","",6,"","",0,"","",1,""
"","",-0.961052,"","",-6.30866,"","",0.384935,"","",7.17874,"","",0.781558,"","",1.80941,"","",5.72457,"","",0.523331,"","",0,"","",3,"","",3,"","",1,""
